string	surah_frequency
فضل	{'62': 7.096590909090909, '73': 5.734449052132702, '49': 3.649981146304676, '44': 3.4083626760563384, '59': 2.6978121516164992, '45': 2.42235985985986, '48': 2.070091958939264, '57': 2.0369844276094273, '35': 1.593112244897959, '30': 1.479179400977995, '42': 1.4387262187871581, '13': 1.4226557907113462, '34': 1.3899698449167146, '23': 1.1436377599243857, '27': 1.0288849914965985, '40': 0.9881329113924051, '8': 0.9583910891089109, '33': 0.9328980339244409, '24': 0.9268240137878208, '28': 0.8344612068965517, '17': 0.7508338504498914, '12': 0.67861399326977, '10': 0.6744530379041248, '16': 0.6441143199361193, '11': 0.6157601781170483, '9': 0.468163571290385, '5': 0.43228608431582705, '6': 0.38868254095727595, '7': 0.3560826221306651, '3': 0.34179908192090397, '4': 0.3293776371308017, '2': 0.19648729295225723}
كلم	{'78': 6.470421122994652, '66': 5.062630753138075, '31': 2.33134633911368, '48': 2.070091958939264, '36': 1.6154455941255006, '35': 1.593112244897959, '30': 1.479179400977995, '41': 1.468408677184466, '14': 1.467518192844148, '42': 1.4387262187871581, '13': 1.4226557907113462, '43': 1.3557072829131651, '37': 1.2865164805954281, '19': 1.1885744106090372, '23': 1.1436377599243857, '39': 1.0435263044415697, '27': 1.0288849914965985, '40': 0.9881329113924051, '8': 0.9583910891089109, '24': 0.9268240137878208, '20': 0.8551015901060071, '18': 0.7223694029850747, '12': 0.67861399326977, '10': 0.6744530379041248, '11': 0.6157601781170483, '9': 0.468163571290385, '5': 0.43228608431582705, '6': 0.38868254095727595, '7': 0.3560826221306651, '3': 0.34179908192090397, '4': 0.3293776371308017, '2': 0.19648729295225723}
تلو	{'91': 14.946535417873, '98': 13.88524296216604, '62': 6.881542699724518, '83': 6.704588744588745, '65': 4.175455623854201, '68': 3.6101631701631702, '45': 2.3489550156216823, '31': 2.2606994803526597, '46': 1.7899359730023348, '35': 1.5448361162646878, '13': 1.3795450091746388, '34': 1.347849546585905, '37': 1.2475311326985967, '29': 1.191775551348939, '19': 1.1525570042269453, '23': 1.1089820702297073, '39': 1.0119042952160675, '27': 0.9977066584209442, '8': 0.9293489348934894, '22': 0.9249531180946239, '33': 0.9046283965327914, '26': 0.8659062954265906, '28': 0.8091745036572623, '17': 0.7280813095271674, '18': 0.700479421076436, '10': 0.6540150670585454, '11': 0.5971007787801681, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645, '2': 0.1905331325597646}
قلل	{'77': 5.8373285089703, '73': 5.560677868734741, '72': 4.095298535089111, '69': 4.081054018445323, '67': 3.560858969053203, '44': 3.3050789586000855, '53': 3.179683008951302, '32': 3.149806792759813, '51': 3.116342709968208, '56': 2.763964735696185, '31': 2.2606994803526597, '48': 2.0073618995774685, '38': 1.5110148490702258, '34': 1.347849546585905, '23': 1.1089820702297073, '39': 1.0119042952160675, '27': 0.9977066584209442, '40': 0.9581894898350595, '8': 0.9293489348934894, '33': 0.9046283965327914, '26': 0.8659062954265906, '28': 0.8091745036572623, '17': 0.7280813095271674, '18': 0.700479421076436, '12': 0.6580499328676558, '16': 0.6245957041804793, '11': 0.5971007787801681, '9': 0.4539767964027976, '5': 0.41918650600322627, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645, '2': 0.1905331325597646}
جبل	{'101': 27.286116983791402, '88': 12.285895605267333, '81': 9.656815064222473, '78': 6.274347755631179, '77': 5.8373285089703, '79': 5.613890097143686, '73': 5.560677868734741, '70': 5.237959956709957, '69': 4.081054018445323, '52': 3.4508912655971478, '56': 2.763964735696185, '59': 2.6160602682341816, '15': 1.6894212099395685, '36': 1.566492697333819, '35': 1.5448361162646878, '38': 1.5110148490702258, '14': 1.4230479445761437, '13': 1.3795450091746388, '34': 1.347849546585905, '19': 1.1525570042269453, '27': 0.9977066584209442, '21': 0.9629076982380224, '22': 0.9249531180946239, '33': 0.9046283965327914, '24': 0.8987384376124323, '26': 0.8659062954265906, '20': 0.8291894207088554, '17': 0.7280813095271674, '18': 0.700479421076436, '16': 0.6245957041804793, '11': 0.5971007787801681, '7': 0.34529223964185707, '2': 0.1905331325597646}
قتل	{'85': 11.121355737469482, '81': 9.656815064222473, '80': 7.668647256882551, '63': 6.394021963504253, '73': 5.560677868734741, '61': 5.521426024955437, '74': 4.461228252102777, '49': 3.539375657022716, '60': 3.281966518330155, '51': 3.116342709968208, '59': 2.6160602682341816, '47': 2.1352193454104285, '48': 2.0073618995774685, '57': 1.9752576267727782, '25': 1.2711842148461867, '29': 1.191775551348939, '40': 0.9581894898350595, '8': 0.9293489348934894, '22': 0.9249531180946239, '33': 0.9046283965327914, '26': 0.8659062954265906, '20': 0.8291894207088554, '28': 0.8091745036572623, '17': 0.7280813095271674, '18': 0.700479421076436, '12': 0.6580499328676558, '9': 0.4539767964027976, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645, '2': 0.1905331325597646}
احد	{'112': 97.77525252525254, '92': 13.643058491895701, '90': 13.257661359356275, '89': 8.008894404798841, '63': 6.394021963504253, '74': 4.461228252102777, '72': 4.095298535089111, '69': 4.081054018445323, '49': 3.539375657022716, '59': 2.6160602682341816, '15': 1.6894212099395685, '35': 1.5448361162646878, '38': 1.5110148490702258, '43': 1.3146252440370088, '29': 1.191775551348939, '19': 1.1525570042269453, '23': 1.1089820702297073, '8': 0.9293489348934894, '33': 0.9046283965327914, '24': 0.8987384376124323, '28': 0.8091745036572623, '17': 0.7280813095271674, '18': 0.700479421076436, '12': 0.6580499328676558, '16': 0.6245957041804793, '11': 0.5971007787801681, '9': 0.4539767964027976, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645, '2': 0.1905331325597646}
وحي	{'99': 31.288080808080807, '72': 4.095298535089111, '53': 3.179683008951302, '46': 1.7899359730023348, '35': 1.5448361162646878, '38': 1.5110148490702258, '41': 1.4239114445425127, '14': 1.4230479445761437, '42': 1.3951284545814868, '13': 1.3795450091746388, '34': 1.347849546585905, '43': 1.3146252440370088, '29': 1.191775551348939, '19': 1.1525570042269453, '23': 1.1089820702297073, '39': 1.0119042952160675, '21': 0.9629076982380224, '8': 0.9293489348934894, '33': 0.9046283965327914, '26': 0.8659062954265906, '20': 0.8291894207088554, '28': 0.8091745036572623, '17': 0.7280813095271674, '18': 0.700479421076436, '12': 0.6580499328676558, '10': 0.6540150670585454, '16': 0.6245957041804793, '11': 0.5971007787801681, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645}
ليس	{'95': 34.00878348704436, '88': 12.285895605267333, '75': 6.647609236844365, '70': 5.237959956709957, '69': 4.081054018445323, '53': 3.179683008951302, '56': 2.763964735696185, '58': 2.550658761528327, '31': 2.2606994803526597, '48': 2.0073618995774685, '46': 1.7899359730023348, '15': 1.6894212099395685, '36': 1.566492697333819, '42': 1.3951284545814868, '13': 1.3795450091746388, '43': 1.3146252440370088, '29': 1.191775551348939, '39': 1.0119042952160675, '40': 0.9581894898350595, '8': 0.9293489348934894, '22': 0.9249531180946239, '33': 0.9046283965327914, '24': 0.8987384376124323, '17': 0.7280813095271674, '16': 0.6245957041804793, '11': 0.5971007787801681, '9': 0.4539767964027976, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645, '2': 0.1905331325597646}
بعث	{'91': 14.946535417873, '62': 6.881542699724518, '83': 6.704588744588745, '64': 4.66522079643352, '72': 4.095298535089111, '56': 2.763964735696185, '58': 2.550658761528327, '31': 2.2606994803526597, '15': 1.6894212099395685, '36': 1.566492697333819, '38': 1.5110148490702258, '30': 1.4343557827665407, '25': 1.2711842148461867, '37': 1.2475311326985967, '19': 1.1525570042269453, '23': 1.1089820702297073, '27': 0.9977066584209442, '40': 0.9581894898350595, '22': 0.9249531180946239, '26': 0.8659062954265906, '28': 0.8091745036572623, '17': 0.7280813095271674, '18': 0.700479421076436, '10': 0.6540150670585454, '16': 0.6245957041804793, '11': 0.5971007787801681, '9': 0.4539767964027976, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645, '2': 0.1905331325597646}
سرر	{'86': 17.777318640955006, '88': 12.285895605267333, '84': 9.656815064222473, '71': 5.45722339675828, '66': 4.90921770001268, '64': 4.66522079643352, '76': 4.512703962703963, '67': 3.560858969053203, '52': 3.4508912655971478, '60': 3.281966518330155, '56': 2.763964735696185, '47': 2.1352193454104285, '15': 1.6894212099395685, '36': 1.566492697333819, '35': 1.5448361162646878, '14': 1.4230479445761437, '13': 1.3795450091746388, '34': 1.347849546585905, '43': 1.3146252440370088, '25': 1.2711842148461867, '37': 1.2475311326985967, '21': 0.9629076982380224, '20': 0.8291894207088554, '12': 0.6580499328676558, '10': 0.6540150670585454, '16': 0.6245957041804793, '11': 0.5971007787801681, '9': 0.4539767964027976, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '2': 0.1905331325597646}
باس	{'62': 6.881542699724518, '66': 4.90921770001268, '64': 4.66522079643352, '67': 3.560858969053203, '49': 3.539375657022716, '59': 2.6160602682341816, '58': 2.550658761528327, '48': 2.0073618995774685, '57': 1.9752576267727782, '38': 1.5110148490702258, '14': 1.4230479445761437, '13': 1.3795450091746388, '43': 1.3146252440370088, '39': 1.0119042952160675, '27': 0.9977066584209442, '21': 0.9629076982380224, '40': 0.9581894898350595, '8': 0.9293489348934894, '22': 0.9249531180946239, '33': 0.9046283965327914, '24': 0.8987384376124323, '17': 0.7280813095271674, '18': 0.700479421076436, '12': 0.6580499328676558, '16': 0.6245957041804793, '11': 0.5971007787801681, '9': 0.4539767964027976, '5': 0.41918650600322627, '6': 0.3769042821403888, '7': 0.34529223964185707, '3': 0.33144153398390686, '4': 0.31939649661168645, '2': 0.1905331325597646}
عدو	{'100': 27.440822111977322, '83': 6.507394957983194, '63': 6.205962493989421, '61': 5.3590311418685115, '70': 5.08390231092437, '64': 4.528008420067828, '65': 4.052648105505547, '68': 3.5039819004524886, '60': 3.185438091320444, '50': 2.988960938706191, '58': 2.475639386189258, '46': 1.7372907973257954, '36': 1.5204193827063535, '35': 1.4993997599039617, '41': 1.382031696173615, '43': 1.275959795682979, '25': 1.2337964438212987, '23': 1.076364950517069, '8': 0.9020151426907397, '26': 0.8404384632081614, '20': 0.8048014965703595, '28': 0.7853752535496957, '17': 0.7066671533646037, '18': 0.6798770851624232, '12': 0.6386955230774306, '10': 0.6347793297921175, '16': 0.606225242292818, '9': 0.4406245376850682, '5': 0.4068574911207784, '6': 0.3658188620774362, '7': 0.3351365855347436, '3': 0.3216932535726155, '4': 0.31000248200546043, '2': 0.1849292168962421}
يمن	{'90': 12.867730142904618, '84': 9.37279109174534, '63': 6.205962493989421, '70': 5.08390231092437, '66': 4.764828944129953, '74': 4.330015656452695, '69': 3.9610230179028134, '68': 3.5039819004524886, '50': 2.988960938706191, '56': 2.682671655234532, '58': 2.475639386189258, '57': 1.9171618142206377, '35': 1.4993997599039617, '30': 1.3921688479792895, '34': 1.30820691286279, '37': 1.2108390405604028, '29': 1.1567233292504406, '19': 1.1186582688085058, '23': 1.076364950517069, '39': 0.9821424041803009, '33': 0.8780216789877091, '24': 0.8723049541532429, '20': 0.8048014965703595, '28': 0.7853752535496957, '17': 0.7066671533646037, '18': 0.6798770851624232, '16': 0.606225242292818, '9': 0.4406245376850682, '5': 0.4068574911207784, '6': 0.3658188620774362, '7': 0.3351365855347436, '3': 0.3216932535726155, '4': 0.31000248200546043, '2': 0.1849292168962421}
غيب	{'82': 12.938680033416876, '81': 9.104997060552614, '62': 6.488311688311688, '64': 4.398636750923033, '72': 3.8612814759411616, '68': 3.4038681318681316, '67': 3.357381313678734, '49': 3.3371256194785603, '52': 3.253697478991597, '53': 2.997986837011227, '32': 2.9698178331735376, '50': 2.903562054743157, '59': 2.4665711100493706, '57': 1.8623857623857623, '36': 1.4769788289147434, '35': 1.4565597667638481, '13': 1.300713865793231, '34': 1.2708295724952816, '19': 1.0866966039854056, '23': 1.045611666216581, '39': 0.9540811926322922, '27': 0.9406948493683188, '21': 0.9078844011958497, '18': 0.660452025586354, '12': 0.6204470795609326, '10': 0.6166427775123426, '16': 0.5889045210844519, '11': 0.5629807342784442, '9': 0.4280352651797805, '5': 0.3952329913744705, '6': 0.35536689458950943, '7': 0.3255612545194652, '3': 0.312502017756255, '4': 0.30114526823387583, '2': 0.1796455249849209}
وحد	{'79': 5.293096377306903, '74': 4.20630092341119, '69': 3.847850931677019, '60': 3.0944255744255744, '54': 3.0601857340446554, '31': 2.131516652903936, '36': 1.4769788289147434, '38': 1.42467114340907, '41': 1.3425450762829403, '14': 1.3417309191717923, '42': 1.3154068286054017, '13': 1.300713865793231, '34': 1.2708295724952816, '43': 1.2395038015206084, '25': 1.1985451168549761, '37': 1.176243639401534, '29': 1.1236740912718566, '23': 1.045611666216581, '39': 0.9540811926322922, '21': 0.9078844011958497, '40': 0.9034358047016274, '22': 0.8720986542035024, '24': 0.8473819554631503, '17': 0.6864766632684721, '18': 0.660452025586354, '12': 0.6204470795609326, '10': 0.6166427775123426, '16': 0.5889045210844519, '11': 0.5629807342784442, '9': 0.4280352651797805, '5': 0.3952329913744705, '6': 0.35536689458950943, '7': 0.3255612545194652, '4': 0.30114526823387583, '2': 0.1796455249849209}
عرض	{'66': 4.628690974297669, '74': 4.20630092341119, '72': 3.8612814759411616, '69': 3.847850931677019, '54': 3.0601857340446554, '53': 2.997986837011227, '32': 2.9698178331735376, '57': 1.8623857623857623, '46': 1.6876539174022012, '15': 1.592882855085879, '36': 1.4769788289147434, '38': 1.42467114340907, '41': 1.3425450762829403, '42': 1.3154068286054017, '34': 1.2708295724952816, '23': 1.045611666216581, '21': 0.9078844011958497, '40': 0.9034358047016274, '8': 0.8762432814710043, '33': 0.852935345302346, '24': 0.8473819554631503, '26': 0.8164259356879283, '20': 0.7818071680969206, '28': 0.762935960591133, '17': 0.6864766632684721, '18': 0.660452025586354, '12': 0.6204470795609326, '11': 0.5629807342784442, '9': 0.4280352651797805, '5': 0.3952329913744705, '6': 0.35536689458950943, '7': 0.3255612545194652, '3': 0.312502017756255, '4': 0.30114526823387583, '2': 0.1796455249849209}
حبب	{'100': 26.65679862306368, '89': 7.551243295953194, '80': 7.230438842203547, '75': 6.267745851881829, '78': 5.915813598166539, '61': 5.205915966386555, '76': 4.254835164835165, '49': 3.3371256194785603, '60': 3.0944255744255744, '50': 2.903562054743157, '55': 2.7147414548641544, '59': 2.4665711100493706, '31': 2.131516652903936, '57': 1.8623857623857623, '36': 1.4769788289147434, '38': 1.42467114340907, '30': 1.3523925951798812, '41': 1.3425450762829403, '14': 1.3417309191717923, '42': 1.3154068286054017, '21': 0.9078844011958497, '8': 0.8762432814710043, '22': 0.8720986542035024, '24': 0.8473819554631503, '20': 0.7818071680969206, '28': 0.762935960591133, '12': 0.6204470795609326, '16': 0.5889045210844519, '9': 0.4280352651797805, '5': 0.3952329913744705, '6': 0.35536689458950943, '7': 0.3255612545194652, '3': 0.312502017756255, '4': 0.30114526823387583, '2': 0.1796455249849209}
خسر	{'103': 76.2935960591133, '83': 6.321469387755102, '63': 6.028649279875437, '79': 5.293096377306903, '71': 5.1453820598006645, '65': 3.9368581596339602, '55': 2.7147414548641544, '58': 2.4049068322981366, '45': 2.2147290147290146, '46': 1.6876539174022012, '35': 1.4565597667638481, '41': 1.3425450762829403, '42': 1.3154068286054017, '29': 1.1236740912718566, '23': 1.045611666216581, '39': 0.9540811926322922, '27': 0.9406948493683188, '21': 0.9078844011958497, '40': 0.9034358047016274, '8': 0.8762432814710043, '22': 0.8720986542035024, '26': 0.8164259356879283, '17': 0.6864766632684721, '18': 0.660452025586354, '12': 0.6204470795609326, '10': 0.6166427775123426, '16': 0.5889045210844519, '11': 0.5629807342784442, '9': 0.4280352651797805, '5': 0.3952329913744705, '6': 0.35536689458950943, '7': 0.3255612545194652, '3': 0.312502017756255, '4': 0.30114526823387583, '2': 0.1796455249849209}
شكر	{'64': 4.398636750923033, '76': 4.254835164835165, '67': 3.357381313678734, '54': 3.0601857340446554, '32': 2.9698178331735376, '56': 2.606023893656402, '45': 2.2147290147290146, '31': 2.131516652903936, '46': 1.6876539174022012, '36': 1.4769788289147434, '35': 1.4565597667638481, '30': 1.3523925951798812, '14': 1.3417309191717923, '42': 1.3154068286054017, '34': 1.2708295724952816, '25': 1.1985451168549761, '29': 1.1236740912718566, '23': 1.045611666216581, '39': 0.9540811926322922, '27': 0.9406948493683188, '21': 0.9078844011958497, '40': 0.9034358047016274, '8': 0.8762432814710043, '22': 0.8720986542035024, '28': 0.762935960591133, '17': 0.6864766632684721, '12': 0.6204470795609326, '10': 0.6166427775123426, '16': 0.5889045210844519, '5': 0.3952329913744705, '6': 0.35536689458950943, '7': 0.3255612545194652, '3': 0.312502017756255, '4': 0.30114526823387583, '2': 0.1796455249849209}
جرم	{'83': 6.145873015873016, '77': 5.350884466556108, '70': 4.8014632936507935, '74': 4.089459231094212, '68': 3.309316239316239, '44': 3.029655712050078, '54': 2.975180574765637, '32': 2.887322893363162, '51': 2.8566474841375236, '55': 2.6393319700068165, '45': 2.153208764319875, '46': 1.6407746419188067, '15': 1.548636109111271, '36': 1.4359516392226672, '30': 1.3148261342026624, '14': 1.3044606158614647, '34': 1.2355287510370796, '43': 1.205073140367258, '25': 1.1652521969423377, '37': 1.1435702049737138, '19': 1.0565105872080331, '27': 0.9145644368858653, '40': 0.8783403656821378, '8': 0.8519031903190318, '26': 0.7937474374743747, '20': 0.7600903023164506, '28': 0.741743295019157, '18': 0.642106135986733, '12': 0.6032124384620178, '10': 0.5995138114703332, '16': 0.5725460621654392, '11': 0.5473423805484874, '9': 0.41614539670256445, '5': 0.38425429716962406, '6': 0.345495591962023, '7': 0.31651788633836897}
